"Mineral Name","Mineral Name (plain)","IMA Chemistry (plain)","IMA Mineral Symbol"
"Monteneroite","Monteneroite","Cu2+Mn2+2(AsO4)2·8H2O","Mte"
"Monteneveite","Monteneveite","Ca3Sb5+2(Fe3+2Fe2+)O12","Mtv"
"Monteponite","Monteponite","CdO","Mtp"
"Monteregianite-(Y)","Monteregianite-(Y)","KNa2YSi8O19·5H2O","Mreg-Y"
"Montesommaite","Montesommaite","K9(Si23Al9)O64·10H2O","Mtso"
"Montetrisaite","Montetrisaite","Cu6(SO4)(OH)10·2H2O","Mttr"
"Montgomeryite","Montgomeryite","Ca4MgAl4(PO4)6(OH)4·12H2O","Mgm"
"Monticellite","Monticellite","CaMg(SiO4)","Mtc"
"Montmorillonite","Montmorillonite","(Na,Ca)0.3(Al,Mg)2Si4O10(OH)2·nH2O","Mnt"
"Montroseite","Montroseite","(V3+,Fe2+,V4+)O(OH)","Mto"
"Montroyalite","Montroyalite","Sr4Al8(CO3)3(OH)26·10H2O","Mtyl"
"Montroydite","Montroydite","HgO","Mtyd"
"Mooihoekite","Mooihoekite","Cu9Fe9S16","Mho"
"Moolooite","Moolooite","Cu(C2O4)·nH2O","Moo"
"Mooreite","Mooreite","Mg15(SO4)2(OH)26·8H2O","Mre"
"Moorhouseite","Moorhouseite","Co(SO4)·6H2O","Mh"
"Mopungite","Mopungite","NaSb5+(OH)6","Mop"
"Moraesite","Moraesite","Be2(PO4)(OH)·4H2O","Mae"
"Moraskoite","Moraskoite","Na2Mg(PO4)F","Mok"
"Mordenite","Mordenite","(Na2,Ca,K2)4(Al8Si40)O96·28H2O","Mor"
"Moreauite","Moreauite","Al3(UO2)(PO4)3(OH)2·13H2O","Moa"
"Morelandite","Morelandite","Ca2Ba3(AsO4)3Cl","Mldt"
"Morenosite","Morenosite","Ni(SO4)·7H2O","Mren"
"Morimotoite","Morimotoite","Ca3(TiFe2+)(SiO4)3","Mmt"
"Morinite","Morinite","NaCa2Al2(PO4)2(OH)F4·2H2O","Mori"
"Morozeviczite","Morozeviczite","Pb3Ge1-xS4","Mzv"
"Morrisonite","Morrisonite","Ca11(As3+V4+2V5+10As5+6O51)2·78H2O","Mris"
"Mosandrite-(Ce)","Mosandrite-(Ce)","(Ca3REE)[(H2O)2Ca0.5[box]0.5]Ti(Si2O7)2(OH)2(H2O)2","Msd-Ce"
"Moschelite","Moschelite","HgI","Msch"
"Moschellandsbergite","Moschellandsbergite","Ag2Hg3","Mlb"
"Mosesite","Mosesite","(Hg2N)Cl","Mos"
"Moskvinite-(Y)","Moskvinite-(Y)","Na2KYSi6O15","Mskv-Y"
"Mössbauerite","Mossbauerite","Fe3+6O4(OH)8(CO3)·3H2O","Msb"
"Mottanaite-(Ce)","Mottanaite-(Ce)","Ca4Ce2Al(Be1.5[box]0.5)Σ2[B4Si4O22]O2","Mot-Ce"
"Mottramite","Mottramite","PbCu(VO4)(OH)","Mott"
"Motukoreaite","Motukoreaite","Mg6Al3(OH)18[Na(H2O)6](SO4)2·6H2O","Mtu"
"Mounanaite","Mounanaite","PbFe3+2(VO4)2(OH)2","Mun"
"Mountainite","Mountainite","KNa2Ca2[Si8O19(OH)]·6H2O","Mtn"
"Mountkeithite","Mountkeithite","(Mg1-xFe3+x)(SO4)x/2(OH)2·nH2O (x < 0.5, n > 3x/2)","Mke"
"Mourite","Mourite","(UO2)(Mo6+)5O16·5H2O","Mou"
"Moxuanxueite","Moxuanxueite","Na2Ca4ZrCa(Si2O7)2F4","Mox"
"Moydite-(Y)","Moydite-(Y)","YB(OH)4(CO3)","Moy-Y"
"Mozartite","Mozartite","CaMn3+(SiO4)(OH)","Moz"
"Mozgovaite","Mozgovaite","PbBi4S7","Mzg"
"Mpororoite","Mpororoite","Al2O(WO4)2·6H2O","Mpo"
"Mrázekite","Mrazekite","Bi2Cu3(PO4)2O2(OH)2·2H2O","Mrz"
"Mroseite","Mroseite","CaTe4+O2(CO3)","Mros"
"Mückeite","Muckeite","CuNiBiS3","Müc"
"Muirite","Muirite","Ba10Ca2Mn2+TiSi10O30(OH,Cl,F)10","Mui"
"Mukhinite","Mukhinite","Ca2(Al2V3+)[Si2O7][SiO4]O(OH)","Muk"
"Müllerite","Mullerite","Pb2Fe3+(Te6+O6)Cl","Mül"
"Mullite","Mullite","Al4+2xSi2-2xO10-x (x ≈ 0.4)","Mul"
"Mummeite","Mummeite","Cu0.58Ag3.11Pb1.10Bi6.65S13","Mum"
"Munakataite","Munakataite","Pb2Cu2(Se4+O3)(SO4)(OH)4","Mkat"
"Mundite","Mundite","Al(UO2)3(PO4)2(OH)3·5.5H2O","Mud"
"Mundrabillaite","Mundrabillaite","(NH4)2Ca(PO3OH)2·H2O","Mb"
"Munirite","Munirite","NaV5+O3·1.9H2O","Mni"
"Muonionalustaite","Muonionalustaite","Ni3(OH)4Cl2·4H2O","Muo"
"Murakamiite","Murakamiite","Ca2LiSi3O8(OH)","Mkm"
"Murashkoite","Murashkoite","FeP","Muh"
"Murataite-(Y)","Murataite-(Y)","(Y,Na)6Zn(Zn,Fe3+)4(Ti,Nb,Na)12O29(O,F,OH)10F4","Mrat-Y"
"Murchisite","Murchisite","Cr5S6","Mur"
"Murdochite","Murdochite","Cu12Pb2O15Cl2","Mdh"
"Murmanite","Murmanite","Na2Ti2Na2Ti2(Si2O7)2O4(H2O)4","Mmn"
"Murunskite","Murunskite","K2(Cu,Fe)4S4","Mu"
"Muscovite","Muscovite","KAl2(Si3Al)O10(OH)2","Ms"
"Museumite","Museumite","[Pb2(Pb,Sb)2S8][(Te,Au)2]","Mus"
"Mushistonite","Mushistonite","Cu2+Sn4+(OH)6","Mhi"
"Muskoxite","Muskoxite","Mg7Fe3+4(OH)26·H2O (?)","Mkx"
"Muthmannite","Muthmannite","AuAgTe2","Mma"
"Mutinaite","Mutinaite","Na3Ca4Al11Si85O192·60H2O","Mut"
"Mutnovskite","Mutnovskite","Pb2AsS3(I,Cl,Br)","Mvs"
"Nabalamprophyllite","Nabalamprophyllite","(BaNa)Ti2Na3Ti(Si2O7)2O2(OH)2","Nlmp"
"Nabaphite","Nabaphite","NaBa(PO4)·9H2O","Nbh"
"Nabateaite","Nabateaite","Fe2P2O7",""
"Nabesite","Nabesite","Na2BeSi4O10·4H2O","Nbs"
"Nabiasite","Nabiasite","BaMn9(VO4)6(OH)2","Nbi"
"Nabimusaite","Nabimusaite","KCa12(SiO4)4(SO4)2O2F","Nbm"
"Nabokoite","Nabokoite","Cu7Te4+O4(SO4)5·KCl","Nab"
"Nacaphite","Nacaphite","Na2Ca(PO4)F","Ncp"
"Nacareniobsite-(Ce)","Nacareniobsite-(Ce)","(Ca3REE)Na3Nb(Si2O7)2(OF)F2","Nns-Ce"
"Nacrite","Nacrite","Al2Si2O5(OH)4","Ncr"
"Nadorite","Nadorite","PbSb3+O2Cl","Nad"
"Nafertisite","Nafertisite","Na3Fe2+10Ti2(Si6O17)2O2(OH)6F(H2O)2","Naf"
"Nagashimalite","Nagashimalite","Ba4(V3+,Ti)4(O,OH)2[B2Si8O27]Cl","Ngs"
"Nagelschmidtite","Nagelschmidtite","Ca7(SiO4)2(PO4)2","Nsc"
"Nagyágite","Nagyagite","[Pb3(Pb,Sb)3S6](Au,Te)3","Ngy"
"Nahcolite","Nahcolite","NaH(CO3)","Nah"
"Nahpoite","Nahpoite","Na2(PO3OH)","Nhp"
"Nakauriite","Nakauriite","Cu8(SO4)4(CO3)(OH)6·48H2O","Nak"
"Nakkaalaaqite","Nakkaalaaqite","K2[Na3Ca]LiCa2Ti2Be4Si12O38","Nka"
"Naldrettite","Naldrettite","Pd2Sb","Nld"
"Nalipoite","Nalipoite","NaLi2(PO4)","Nlp"
"Nalivkinite","Nalivkinite","Li2NaFe2+7Ti2(Si4O12)2O2(OH)4F(H2O)2","Nlv"
"Namansilite","Namansilite","NaMn3+Si2O6","Nms"
"Nambulite","Nambulite","LiMn2+4Si5O14(OH)","Nbl"
"Namibite","Namibite","Cu(BiO)2(VO4)(OH)","Nmb"
"Namuwite","Namuwite","Zn4(SO4)(OH)6·4H2O","Nmw"
"Nanlingite","Nanlingite","Na(Ca5Li)Mg12(AsO3)2[Fe2+(AsO3)6]F14","Nan"
"Nanpingite","Nanpingite","CsAl2(Si3Al)O10(OH)2","Npg"
"Nantokite","Nantokite","CuCl","Ntk"
"Naquite","Naquite","FeSi","Naq"
"Narsarsukite","Narsarsukite","Na2(Ti,Fe3+)Si4(O,F)11","Nar"
"Nashite","Nashite","Na3Ca2[(V4+V5+9)O28]·24H2O","Nsh"
"Nasinite","Nasinite","Na2B5O8(OH)·2H2O","Nas"
"Nasledovite","Nasledovite","PbMn2+3Al4O5(SO4)(CO3)4·5H2O","Ndv"
"Nasonite","Nasonite","Ca4Pb6(Si2O7)3Cl2","Nso"
"Nastrophite","Nastrophite","NaSr(PO4)·9H2O","Nsp"
"Nataliakulikite","Nataliakulikite","Ca4Ti2(Fe3+,Fe2+)(Si,Fe3+,Al)O11","Nkk"
"Nataliyamalikite","Nataliyamalikite","TlI","Nml"
"Natalyite","Natalyite","NaV3+Si2O6","Nta"
"Natanite","Natanite","Fe2+Sn4+(OH)6","Ntn"
"Natisite","Natisite","Na2TiO(SiO4)","Nts"
"Natrite","Natrite","Na2(CO3)","Nat"
"Natroalunite","Natroalunite","NaAl3(SO4)2(OH)6","Nalu"
"Natroaphthitalite","Natroaphthitalite","KNa3(SO4)2","Natt"
"Natroboltwoodite","Natroboltwoodite","Na(UO2)(SiO3OH)·H2O","Nbwd"
"Natrochalcite","Natrochalcite","NaCu2(SO4)2(OH)·H2O","Nch"
"Natrodufrénite","Natrodufrenite","NaFe2+Fe3+5(PO4)4(OH)6·2H2O","Ndf"
"Natroglaucocerinite","Natroglaucocerinite","Zn6Al3(OH)18[Na(H2O)6](SO4)2·6H2O","Ngc"
"Natrojarosite","Natrojarosite","NaFe3+3(SO4)2(OH)6","Njrs"
"Natrolemoynite","Natrolemoynite","Na4Zr2Si10O26·9H2O","Nlm"
"Natrolite","Natrolite","Na2(Si3Al2)O10·2H2O","Ntr"
"Natromarkeyite","Natromarkeyite","Na2Ca8(UO2)4(CO3)13(H2O)24·3H2O","Nmk"
"Natron","Natron","Na2(CO3)·10H2O","Nt"
"Natronambulite","Natronambulite","NaMn2+4Si5O14(OH)","Nnbl"
"Natroniobite","Natroniobite","NaNbO3","Nnb"
"Natropalermoite","Natropalermoite","Na2SrAl4(PO4)4(OH)4","Npl"
"Natropharmacoalumite","Natropharmacoalumite","NaAl4(AsO4)3(OH)4·4H2O","Npal"
"Natropharmacosiderite","Natropharmacosiderite","Na2Fe3+4(AsO4)3(OH)5·7H2O","Npsd"
"Natrophilite","Natrophilite","NaMn2+(PO4)","Ntp"
"Natrophosphate","Natrophosphate","Na7(PO4)2F·19H2O","Nap"
"Natrosilite","Natrosilite","Na2Si2O5","Ns"
"Natrosulfatourea","Natrosulfatourea","Na2(SO4)[CO(NH2)2]","Nsf"
"Natrotantite","Natrotantite","Na2Ta4O11","Ntan"
"Natrotitanite","Natrotitanite","(Na0.5Y0.5)TiO(SiO4)","Nttn"
"Natrouranospinite","Natrouranospinite","Na2(UO2)2(AsO4)2·5H2O","Nusp"
"Natrowalentaite","Natrowalentaite","[Fe3+0.5Na0.5(H2O)6][NaAs3+2(Fe3+2.33W6+0.67)(PO4)2O7]","Nwal"
"Natroxalate","Natroxalate","Na2(C2O4)","Nx"
"Natrozippeite","Natrozippeite","Na5(UO2)8(SO4)4O5(OH)3·12H2O","Nzip"
"Naujakasite","Naujakasite","Na6Fe2+Al4Si8O26","Nj"
"Naumannite","Naumannite","Ag2Se","Nau"
"Navajoite","Navajoite","(V5+,Fe3+)10O24·12H2O","Nvj"
"Navrotskyite","Navrotskyite","K2Na10(UO2)3(SO4)9·2H2O","Nvr"
"Nazarovite","Nazarovite","Ni12P5","Naz"
"Nchwaningite","Nchwaningite","Mn2SiO3(OH)2·H2O","Nwg"
"Nealite","Nealite","Pb4Fe(AsO3)2Cl4·2H2O","Nea"
"Nechelyustovite","Nechelyustovite","(Na[box])[box]2Ba4Ti4Nb4(Na11[box])Ti4(Si2O7)8O8(OH)8(H2O)12","Nec"
"Nefedovite","Nefedovite","Na5Ca4(PO4)4F","Nef"
"Negevite","Negevite","NiP2","Neg"
"Neighborite","Neighborite","NaMgF3","Nbo"
"Nekoite","Nekoite","Ca3Si6O15·7H2O","Nk"
"Nekrasovite","Nekrasovite","Cu13VSn3S16","Nek"
"Nelenite","Nelenite","Mn2+16As3+3Si12O36(OH)17","Nln"
"Neltnerite","Neltnerite","CaMn3+6O8(SiO4)","Nel"
"Nenadkevichite","Nenadkevichite","(Na,[box])8Nb4(Si4O12)2(O,OH)4·8H2O","Nkv"
"Neotocite","Neotocite","(Mn,Fe)SiO3·H2O (?)","Neo"
"Nepheline","Nepheline","Na3K(Al4Si4O16)","Nph"
"Népouite","Nepouite","Ni3Si2O5(OH)4","Npo"
"Nepskoeite","Nepskoeite","Mg4Cl(OH)7·6H2O","Nep"
"Neptunite","Neptunite","KNa2LiFe2+2Ti2Si8O24","Npt"
"Neskevaaraite-Fe","Neskevaaraite-Fe","NaK3Fe(Ti,Nb)4(Si4O12)2(O,OH)4·6H2O","Nsv-Fe"
"Nesquehonite","Nesquehonite","Mg(CO3)·3H2O","Nes"
"Nestolaite","Nestolaite","CaSeO3·H2O","Ntl"
"Neustädtelite","Neustadtelite","Bi2Fe3+(Fe3+,Co)2(O,OH)4(AsO4)2","Neu"
"Nevadaite","Nevadaite","(Cu2+,[box],Al,V3+)6Al8(PO4)8F8(OH)2·22H2O","Nev"
"Nevskite","Nevskite","Bi(Se,S)","Nvk"
"Newberyite","Newberyite","Mg(PO3OH)·3H2O","New"
"Neyite","Neyite","Ag2Cu6Pb25Bi26S68","Ney"
"Nežilovite","Nezilovite","Pb[Mn4+2Fe3+7AlZn2]O19","Než"
"Niahite","Niahite","(NH4)Mn2+(PO4)·H2O","Nhi"
"Niasite","Niasite","Ni2+4.5(AsO4)3","Nia"
"Nickel","Nickel","Ni","Ni"
"Nickelaustinite","Nickelaustinite","CaNi(AsO4)(OH)","Naus"
"Nickelbischofite","Nickelbischofite","NiCl2·6H2O","Nbsf"
"Nickelblödite","Nickelblodite","Na2Ni(SO4)2·4H2O","Nblö"
"Nickelboussingaultite","Nickelboussingaultite","(NH4)2Ni(SO4)2·6H2O","Nbsg"
"Nickelhexahydrite","Nickelhexahydrite","Ni(SO4)·6H2O","Nhhy"
"Nickeline","Nickeline","NiAs","Nc"
"Nickellotharmeyerite","Nickellotharmeyerite","CaNi2(AsO4)2·2H2O","Nlmy"
"Nickelphosphide","Nickelphosphide","Ni3P","Nic"
"Nickelpicromerite","Nickelpicromerite","K2Ni(SO4)2·6H2O","Npmr"
"Nickelschneebergite","Nickelschneebergite","BiNi2(AsO4)2(OH)·H2O","Nsnb"
"Nickelskutterudite","Nickelskutterudite","(Ni,Co,Fe)As3","Nskt"
"Nickeltalmessite","Nickeltalmessite","Ca2Ni(AsO4)2·2H2O","Ntlm"
"Nickeltsumcorite","Nickeltsumcorite","Pb(Ni,Fe3+)2(AsO4)2(H2O,OH)2","Ntsm"
"Nickeltyrrellite","Nickeltyrrellite","CuNi2Se4","Nty"
"Nickelzippeite","Nickelzippeite","Ni2(UO2)6(SO4)3(OH)10·16H2O","Nizip"
"Nickenichite","Nickenichite","Na(Ca0.5Cu0.5)MgMg2(AsO4)3","Nkn"
"Nickolayite","Nickolayite","FeMoP","Nkl"
"Nicksobolevite","Nicksobolevite","Cu7(SeO3)2O2Cl6","Nsb"
"Niedermayrite","Niedermayrite","Cu4Cd(SO4)2(OH)6·4H2O","Ndm"
"Nielsbohrite","Nielsbohrite","(K,U,[box])(UO2)3(AsO4)(OH)4·H2O","Nbr"
"Nielsenite","Nielsenite","PdCu3","Nie"
"Nierite","Nierite","Si3N4","Nr"
"Nifontovite","Nifontovite","Ca3[BO(OH)2]6·2H2O","Nif"
"Niggliite","Niggliite","PtSn","Nig"
"Niigataite","Niigataite","CaSrAl3[Si2O7][SiO4]O(OH)","Nii"
"Nikischerite","Nikischerite","Fe2+6Al3(OH)18[Na(H2O)6](SO4)2·6H2O","Nik"
"Nikmelnikovite","Nikmelnikovite","Ca12Fe2+Fe3+3Al3(SiO4)6(OH)20","Nmn"
"Niksergievite","Niksergievite","Ba2Al3(Si,Al)4O10(CO3)(OH)6·nH2O","Nsg"
"Nimite","Nimite","(Ni,Mg,Al)6(Si,Al)4O10(OH)8","Nim"
"Ningyoite","Ningyoite","(U,Ca,Ce)2(PO4)2·1-2H2O","Nin"
"Niningerite","Niningerite","MgS","Nng"
"Nioboaeschynite-(Ce)","Nioboaeschynite-(Ce)","(Ce,Ca)(Nb,Ti)2(O,OH)6","Naes-Ce"
"Nioboaeschynite-(Y)","Nioboaeschynite-(Y)","(Y,REE,Ca,Th,Fe)(Nb,Ti,Ta)2(O,OH)6","Naes-Y"
"Niobocarbide","Niobocarbide","NbC","Ncb"
"Nioboheftetjernite","Nioboheftetjernite","ScNbO4","Nhef"
"Nioboholtite","Nioboholtite","(Nb0.6[box]0.4)Al6BSi3O18","Nhlt"
"Niobokupletskite","Niobokupletskite","K2NaMn7(Nb,Ti)2(Si4O12)2O2(OH)4(O,F)","Nbk"
"Niobophyllite","Niobophyllite","K2NaFe2+7(Nb,Ti)2(Si4O12)2O2(OH)4(O,F)","Nbp"
"Niocalite","Niocalite","Ca7Nb(Si2O7)2O3F","Nio"
"Nipalarsite","Nipalarsite","Ni8Pd3As4","Nip"
"Nisbite","Nisbite","NiSb2","Nis"
"Nishanbaevite","Nishanbaevite","KAl2O(AsO4)(SO4)","Nbv"
"Nisnite","Nisnite","Ni3Sn","Nn"
"Nissonite","Nissonite","Cu2Mg2(PO4)2(OH)2·5H2O","Nss"
"Niter","Niter","K(NO3)","Nit"
"Nitratine","Nitratine","Na(NO3)","Ntt"
"Nitrobarite","Nitrobarite","Ba(NO3)2","Nba"
"Nitrocalcite","Nitrocalcite","Ca(NO3)2·4H2O","Ncal"
"Nitromagnesite","Nitromagnesite","Mg(NO3)2·6H2O","Nmgs"
"Nitroplumbite","Nitroplumbite","[Pb4(OH)4](NO3)4","Npb"
"Nitscheite","Nitscheite","(NH4)2[(UO2)2(SO4)3(H2O)2]·3H2O","Nih"
"Niveolanite","Niveolanite","NaBe(CO3)(OH)·2H2O","Nvl"
"Nixonite","Nixonite","Na2Ti6O13","Nix"
"Nizamoffite","Nizamoffite","Mn2+Zn2(PO4)2(H2O)4","Niz"
"Nobleite","Nobleite","CaB6O9(OH)2·3H2O","Nob"
"Noelbensonite","Noelbensonite","BaMn3+2Si2O7(OH)2·H2O","Noe"
"Nöggerathite-(Ce)","Noggerathite-(Ce)","(Ce,Ca)2Zr2(Nb,Ti)(Ti,Nb)2Fe2+O14","Nög-Ce"
"Nolanite","Nolanite","V3+8Fe3+2O14(OH)2","Nol"
"Nollmotzite","Nollmotzite","Mg[U5+(U6+O2)2O4F3]·4H2O","Nmz"
"Nolzeite","Nolzeite","Na(Mn,[box])2[Si3(B,Si)O9(OH)2]·2H2O","Nlz"
"Nontronite","Nontronite","Na0.3Fe3+2(Si,Al)4O10(OH)2·nH2O","Non"
"Noonkanbahite","Noonkanbahite","NaKBaTi2(Si4O12)O2","Noo"
"Norbergite","Norbergite","Mg3(SiO4)F2","Nrb"
"Nordenskiöldine","Nordenskioldine","CaSn(BO3)2","Nsk"
"Nordgauite","Nordgauite","MnAl2(PO4)2(F,OH)2·5.5H2O","Ndg"
"Nordite-(Ce)","Nordite-(Ce)","Na3SrCeZnSi6O17","Nor-Ce"
"Nordite-(La)","Nordite-(La)","Na3SrLaZnSi6O17","Nor-La"
"Nordstrandite","Nordstrandite","Al(OH)3","Nsd"
"Nordströmite","Nordstromite","Pb3CuBi7(S,Se)14","Nsm"
"Norilskite","Norilskite","(Pd,Ag)7Pb4","Nrs"
"Normandite","Normandite","Na2Ca2(Mn,Fe)2(Ti,Nb,Zr)2(Si2O7)2O2F2","Nmd"
"Norrishite","Norrishite","KLiMn3+2Si4O10O2","Nrr"
"Norsethite","Norsethite","BaMg(CO3)2","Nst"
"Northstarite","Northstarite","Pb6(Te4+O3)5(S6+O3S2-)","Nsr"
"Northupite","Northupite","Na3Mg(CO3)2Cl","Nup"
"Nosean","Nosean","Na8(Si6Al6)O24(SO4)·H2O","Nsn"
"Nováčekite-I","Novacekite-I","Mg(UO2)2(AsO4)2·12H2O","Nvč-I"
"Nováčekite-II","Novacekite-II","Mg(UO2)2(AsO4)2·10H2O","Nvč-II"
"Novákite","Novakite","(Cu,Ag)21As10","Nvá"
"Novgorodovaite","Novgorodovaite","Ca2(C2O4)Cl2·2H2O","Nov"
"Novodneprite","Novodneprite","AuPb3","Nnp"
"Novograblenovite","Novograblenovite","(NH4)MgCl3·6H2O","Ngb"
"Nowackiite","Nowackiite","Cu6Zn3As4S12","Now"
"Nsutite","Nsutite","Mn2+xMn4+1-xO2-2x(OH)2x","Nsu"
"Nuffieldite","Nuffieldite","Cu1.4Pb2.4Bi2.4Sb0.2S7","Nuf"
"Nukundamite","Nukundamite","Cu3.4Fe0.6S4","Nuk"
"Nullaginite","Nullaginite","Ni2(CO3)(OH)2","Nlg"
"Numanoite","Numanoite","Ca4CuB4O6(OH)6(CO3)2","Num"
"Nuragheite","Nuragheite","Th(MoO4)2·H2O","Nur"
"Nuwaite","Nuwaite","Ni6GeS2","Nuw"
"Nybøite","Nyboite","NaNa2(Mg3Al2)(Si7Al)O22(OH)2","Nyb"
"Nyerereite","Nyerereite","Na2Ca(CO3)2","Nye"
"Nyholmite","Nyholmite","Cd3Zn2(AsO3OH)2(AsO4)2·4H2O","Nyh"
"Oberthürite","Oberthurite","Rh3Ni32S32","Obt"
"Oberwolfachite","Oberwolfachite","SrFe3+3(AsO4)(SO4)(OH)6",""
"Obradovicite-KCu","Obradovicite-KCu","[K2(H2O)17Cu(H2O)6][Mo8As2Fe3+3O34(OH)3]","Obr-KCu"
"Obradovicite-NaCu","Obradovicite-NaCu","[Na2(H2O)17Cu(H2O)6][Mo8As2Fe3+3O34(OH)3]","Obr-NaCu"
"Obradovicite-NaNa","Obradovicite-NaNa","[Na2(H2O)16Na(H2O)6][Mo8As2Fe3+3O33(OH)4]","Obr-NaNa"
"O'danielite","Odanielite","Na[box]ZnZn2(AsO4)[AsO3(OH)]2","Oda"
"Odigitriaite","Odigitriaite","CsNa5Ca5[Si14B2O38]F2","Odi"
"Odikhinchaite","Odikhinchaite","Na9Sr3[(H2O)2Na]Ca6Mn3Zr3NbSi(Si24O72)O(OH)3(CO3)·H2O","Odk"
"Odinite","Odinite","(Fe3+,Mg,Al,Fe2+)2.5(Si,Al)2O5(OH)4","Odn"
"Odintsovite","Odintsovite","K2Na4Ca3Ti2Be4Si12O38","Odt"
"Oenite","Oenite","CoSbAs","Oen"
"Offretite","Offretite","KCaMg(Si13Al5)O36·15H2O","Off"
"Oftedalite","Oftedalite","KSc2[box]2Be3Si12O30","Oft"
"Ogdensburgite","Ogdensburgite","Ca2Fe3+4Zn(AsO4)4(OH)6·6H2O","Obu"
"Ognitite","Ognitite","NiBiTe","Ogn"
"Ohmilite","Ohmilite","Sr3(Ti,Fe3+)(Si2O6)2(O,OH)·2H2O","Oh"
"Ojuelaite","Ojuelaite","ZnFe3+2(AsO4)2(OH)2·4H2O","Ojl"
"Okanoganite-(Y)","Okanoganite-(Y)","(Y,REE,Ca,Na,Th)16(Fe3+,Ti)(Si,B,P)10(O,OH)38F10","Oka-Y"
"Okayamalite","Okayamalite","Ca2B2SiO7","Oky"
"Okenite","Okenite","Ca10Si18O46·18H2O","Oke"
"Okhotskite","Okhotskite","Ca2Mn2+Mn3+2(Si2O7)(SiO4)(OH)2·H2O","Okh"
"Okieite","Okieite","Mg3[V10O28]·28H2O","Oki"
"Okruschite","Okruschite","Ca2Mn2+5Be4(AsO4)6(OH)4·6H2O","Okr"
"Oldhamite","Oldhamite","CaS","Old"
"Olekminskite","Olekminskite","Sr2(CO3)2","Okm"
"Olenite","Olenite","NaAl3Al6(Si6O18)(BO3)3O3(OH)","Ole"
"Olgite","Olgite","(Ba,Sr)(Na,Sr,REE)2Na(PO4)2","Olg"
"Olivenite","Olivenite","Cu2(AsO4)(OH)","Oli"
"Olkhonskite","Olkhonskite","Cr2Ti3O9","Olk"
"Olmiite","Olmiite","CaMn[SiO3(OH)](OH)","Olm"
"Olmsteadite","Olmsteadite","KFe2+2NbO2(PO4)2·2H2O","Osd"
"Olsacherite","Olsacherite","Pb2(Se6+O4)(SO4)","Ols"
"Olshanskyite","Olshanskyite","Ca2[B3O3(OH)6]OH·3H2O","Osh"
"Olympite","Olympite","LiNa5(PO4)2","Oly"
"Omariniite","Omariniite","Cu8Fe2ZnGe2S12","Oma"
"Omeiite","Omeiite","OsAs2","Ome"
"Ominelite","Ominelite","Fe2+Al3O2(BO3)(SiO4)","Omi"
"Omongwaite","Omongwaite","Na2Ca5(SO4)6·3H2O","Omo"
"Omphacite","Omphacite","(Ca,Na)(Mg,Fe,Al)Si2O6","Omp"
"Omsite","Omsite","Ni2Fe3+(OH)6[Sb(OH)6]","Om"
"Ondrušite","Ondrusite","CaCu4(AsO4)2(AsO3OH)2·10H2O","Ond"
"Oneillite","Oneillite","Na15Ca3Mn3Fe3Zr3Nb(Si25O73)(O,OH,H2O)3(OH,Cl)2","One"
"Onoratoite","Onoratoite","Sb8O11Cl2","Ono"
"Oosterboschite","Oosterboschite","(Pd,Cu)7Se5","Oos"
"Opal","Opal","SiO2·<i>n</i>H2O","Opl"
"Ophirite","Ophirite","Ca2Mg4[Zn2Mn3+2(H2O)2(Fe3+W9O34)2]·46H2O","Oph"
"Oppenheimerite","Oppenheimerite","Na2(UO2)(SO4)2·3H2O","Ohm"
"Orcelite","Orcelite","Ni5-xAs2 (x = 0.25)","Orc"
"Ordoñezite","Ordonezite","ZnSb5+2O6","Ord"
"Örebroite","Orebroite","Mn2+6(Sb5+Fe3+)(SiO4)2O6","Öbr"
"Oregonite","Oregonite","FeNi2As2","Ore"
"Oreillyite","Oreillyite","Cr2N","Ory"
"Organovaite-Mn","Organovaite-Mn","K2MnNb4(Si4O12)2O4·5-7H2O","Org-Mn"
"Organovaite-Zn","Organovaite-Zn","K2Zn(Nb,Ti)4(Si4O12)2(O,OH)4·6H2O","Org-Zn"
"Orickite","Orickite","CuFeS2·nH2O","Ori"
"Orientite","Orientite","Ca8Mn3+10(SiO4)3(Si3O10)3(OH)10·4H2O","Orn"
"Orishchinite","Orishchinite","Ni2P","Orh"
"Orlandiite","Orlandiite","Pb3Cl4(Se4+O3)·H2O","Ola"
"Orlovite","Orlovite","KLi2Ti(Si4O10)(OF)","Olv"
"Orlymanite","Orlymanite","Ca4Mn2+3Si8O20(OH)6·2H2O","Orl"
"Orpiment","Orpiment","As2S3","Orp"
"Orschallite","Orschallite","Ca3(S4+O3)2(SO4)·12H2O","Ors"
"Orthobrannerite","Orthobrannerite","U4+U6+Ti4O12(OH)2","Obnr"
"Orthoclase","Orthoclase","K(AlSi3O8)","Or"
"Orthocuproplatinum","Orthocuproplatinum","Pt3Cu","Ocpt"
"Orthojoaquinite-(Ce)","Orthojoaquinite-(Ce)","NaBa2Fe2+Ce2Ti2(SiO3)8O2(O,OH)·H2O","Ojq-Ce"
"Orthojoaquinite-(La)","Orthojoaquinite-(La)","NaBa2Fe2+La2Ti2(SiO3)8O2(OH,O,F)·H2O","Ojq-La"
"Orthominasragrite","Orthominasragrite","V4+O(SO4)·5H2O","Omrg"
"Orthopinakiolite","Orthopinakiolite","Mg2Mn3+O2(BO3)","Opki"
